epoch,train_acc,val_acc,best_val,best_train,epoch_time,cum_time
0,0.095967,0.089200,0.089200,0.095967,139.683,139.7
1,0.100383,,0.089200,0.100383,55.172,194.9
2,0.099400,,0.089200,0.100383,55.751,250.6
3,0.101167,,0.089200,0.101167,55.177,305.8
4,0.098700,,0.089200,0.101167,55.617,361.4
5,0.098633,,0.089200,0.101167,55.750,417.1
6,0.102967,,0.089200,0.102967,55.215,472.4
7,0.101150,,0.089200,0.102967,54.771,527.1
8,0.101000,,0.089200,0.102967,54.576,581.7
9,0.099700,,0.089200,0.102967,53.691,635.4
10,0.100117,,0.089200,0.102967,52.164,687.6
11,0.100267,,0.089200,0.102967,53.413,741.0
12,0.097617,,0.089200,0.102967,53.634,794.6
13,0.099000,,0.089200,0.102967,52.984,847.6
14,0.097750,,0.089200,0.102967,52.083,899.7
15,0.099950,,0.089200,0.102967,50.972,950.7
16,0.097833,,0.089200,0.102967,51.505,1002.2
17,0.098183,,0.089200,0.102967,52.208,1054.4
18,0.099817,,0.089200,0.102967,50.982,1105.3
19,0.100883,,0.089200,0.102967,52.578,1157.9
20,0.099750,0.103800,0.103800,0.102967,65.726,1223.7
21,0.100017,,0.103800,0.102967,50.745,1274.4
22,0.098967,,0.103800,0.102967,54.431,1328.8
23,0.103433,,0.103800,0.103433,56.615,1385.4
24,0.099933,,0.103800,0.103433,67.163,1452.6
25,0.102183,,0.103800,0.103433,58.162,1510.8
26,0.102000,,0.103800,0.103433,59.787,1570.6
27,0.101250,,0.103800,0.103433,59.769,1630.3
28,0.101817,,0.103800,0.103433,55.221,1685.5
29,0.100500,,0.103800,0.103433,54.536,1740.1
30,0.100783,,0.103800,0.103433,54.208,1794.3
31,0.101700,,0.103800,0.103433,54.195,1848.5
32,0.102667,,0.103800,0.103433,53.784,1902.3
33,0.099617,,0.103800,0.103433,52.986,1955.3
34,0.100483,,0.103800,0.103433,57.279,2012.5
35,0.099700,,0.103800,0.103433,61.891,2074.4
36,0.100100,,0.103800,0.103433,50.176,2124.6
37,0.100433,,0.103800,0.103433,50.056,2174.7
38,0.099150,,0.103800,0.103433,50.293,2224.9
39,0.099167,,0.103800,0.103433,51.206,2276.2
40,0.100067,0.070200,0.103800,0.103433,50.792,2326.9
41,0.099767,,0.103800,0.103433,55.552,2382.5
42,0.099567,,0.103800,0.103433,52.002,2434.5
43,0.101350,,0.103800,0.103433,52.076,2486.6
44,0.100233,,0.103800,0.103433,50.065,2536.6
45,0.100950,,0.103800,0.103433,50.199,2586.8
46,0.100267,,0.103800,0.103433,50.499,2637.3
47,0.101383,,0.103800,0.103433,50.176,2687.5
48,0.100300,,0.103800,0.103433,51.060,2738.6
49,0.098750,,0.103800,0.103433,50.895,2789.5
50,0.098817,,0.103800,0.103433,50.258,2839.7
51,0.099417,,0.103800,0.103433,51.391,2891.1
52,0.099717,,0.103800,0.103433,52.985,2944.1
53,0.098283,,0.103800,0.103433,50.478,2994.6
54,0.099750,,0.103800,0.103433,51.097,3045.7
55,0.100617,,0.103800,0.103433,50.870,3096.5
56,0.098833,,0.103800,0.103433,51.004,3147.6
57,0.101033,,0.103800,0.103433,50.051,3197.6
58,0.101533,,0.103800,0.103433,50.002,3247.6
59,0.100667,,0.103800,0.103433,49.898,3297.5
60,0.098400,0.098200,0.103800,0.103433,51.106,3348.6
61,0.099933,,0.103800,0.103433,50.856,3399.5
62,0.099300,,0.103800,0.103433,49.868,3449.3
63,0.100867,,0.103800,0.103433,50.196,3499.5
64,0.101183,,0.103800,0.103433,50.158,3549.7
65,0.099633,,0.103800,0.103433,49.979,3599.7
66,0.098300,,0.103800,0.103433,51.158,3650.8
67,0.100533,,0.103800,0.103433,50.922,3701.7
68,0.101150,,0.103800,0.103433,50.684,3752.4
69,0.102067,,0.103800,0.103433,50.123,3802.6
70,0.100317,,0.103800,0.103433,50.959,3853.5
71,0.101733,,0.103800,0.103433,50.082,3903.6
72,0.099867,,0.103800,0.103433,51.122,3954.7
73,0.101833,,0.103800,0.103433,50.821,4005.5
74,0.102150,,0.103800,0.103433,50.097,4055.6
75,0.103133,,0.103800,0.103433,49.798,4105.4
76,0.100917,,0.103800,0.103433,50.442,4155.9
77,0.098267,,0.103800,0.103433,50.624,4206.5
78,0.099133,,0.103800,0.103433,51.513,4258.0
79,0.099867,,0.103800,0.103433,55.211,4313.2
80,0.100700,0.097200,0.103800,0.103433,54.300,4367.5
81,0.100350,,0.103800,0.103433,53.882,4421.4
82,0.101083,,0.103800,0.103433,52.076,4473.5
83,0.100217,,0.103800,0.103433,51.051,4524.5
84,0.100550,,0.103800,0.103433,54.121,4578.7
85,0.098083,,0.103800,0.103433,52.073,4630.7
86,0.101233,,0.103800,0.103433,52.182,4682.9
87,0.100850,,0.103800,0.103433,52.846,4735.8
88,0.101467,,0.103800,0.103433,52.952,4788.7
89,0.100700,,0.103800,0.103433,52.792,4841.5
90,0.100850,,0.103800,0.103433,53.554,4895.1
91,0.103317,,0.103800,0.103433,53.971,4949.0
92,0.100700,,0.103800,0.103433,53.648,5002.7
93,0.102333,,0.103800,0.103433,54.323,5057.0
94,0.100150,,0.103800,0.103433,54.090,5111.1
95,0.100000,,0.103800,0.103433,54.264,5165.3
96,0.100400,,0.103800,0.103433,54.019,5219.4
97,0.102033,,0.103800,0.103433,55.559,5274.9
98,0.100400,,0.103800,0.103433,56.915,5331.8
99,0.098867,,0.103800,0.103433,56.816,5388.7
100,0.100800,0.088600,0.103800,0.103433,55.499,5444.2
101,0.100083,,0.103800,0.103433,54.840,5499.0
102,0.101567,,0.103800,0.103433,54.632,5553.6
103,0.101183,,0.103800,0.103433,55.342,5609.0
104,0.099850,,0.103800,0.103433,60.201,5669.2
105,0.100767,,0.103800,0.103433,55.863,5725.0
106,0.098783,,0.103800,0.103433,56.681,5781.7
107,0.097417,,0.103800,0.103433,54.999,5836.7
108,0.098283,,0.103800,0.103433,55.806,5892.5
109,0.099283,,0.103800,0.103433,55.333,5947.9
110,0.098900,,0.103800,0.103433,55.409,6003.3
111,0.098950,,0.103800,0.103433,55.555,6058.8
112,0.099367,,0.103800,0.103433,57.602,6116.4
113,0.100367,,0.103800,0.103433,58.994,6175.4
114,0.096433,,0.103800,0.103433,63.319,6238.7
115,0.097633,,0.103800,0.103433,57.213,6295.9
116,0.100333,,0.103800,0.103433,59.779,6355.7
117,0.101533,,0.103800,0.103433,56.668,6412.4
118,0.098500,,0.103800,0.103433,54.489,6466.9
119,0.099050,,0.103800,0.103433,56.612,6523.5
120,0.099117,0.095900,0.103800,0.103433,55.185,6578.7
121,0.099300,,0.103800,0.103433,52.965,6631.6
122,0.100183,,0.103800,0.103433,52.162,6683.8
123,0.099467,,0.103800,0.103433,53.484,6737.3
124,0.097017,,0.103800,0.103433,52.370,6789.7
125,0.099217,,0.103800,0.103433,52.301,6842.0
126,0.099117,,0.103800,0.103433,52.675,6894.6
127,0.097967,,0.103800,0.103433,52.380,6947.0
128,0.100617,,0.103800,0.103433,53.727,7000.7
129,0.098733,,0.103800,0.103433,53.770,7054.5
130,0.101317,,0.103800,0.103433,54.551,7109.1
131,0.100333,,0.103800,0.103433,52.788,7161.8
132,0.101017,,0.103800,0.103433,52.911,7214.8
133,0.098867,,0.103800,0.103433,53.531,7268.3
134,0.099717,,0.103800,0.103433,53.149,7321.4
135,0.099517,,0.103800,0.103433,53.778,7375.2
136,0.102667,,0.103800,0.103433,53.362,7428.6
137,0.100567,,0.103800,0.103433,53.157,7481.7
138,0.102317,,0.103800,0.103433,53.589,7535.3
139,0.102250,,0.103800,0.103433,53.185,7588.5
