epoch,train_acc,val_acc,best_val,best_train,epoch_time,cum_time
0,0.084533,0.09799999743700027,0.098000,0.084533,6.377,6.4
1,0.083850,,0.098000,0.084533,0.481,6.9
2,0.084617,,0.098000,0.084617,0.559,7.4
3,0.085850,,0.098000,0.085850,0.574,8.0
4,0.082667,,0.098000,0.085850,0.612,8.6
5,0.082917,,0.098000,0.085850,0.553,9.2
6,0.082533,,0.098000,0.085850,0.545,9.7
7,0.084200,,0.098000,0.085850,0.548,10.2
8,0.085200,,0.098000,0.085850,0.612,10.9
9,0.083133,,0.098000,0.085850,0.596,11.5
10,0.083950,,0.098000,0.085850,0.614,12.1
11,0.084083,,0.098000,0.085850,0.551,12.6
12,0.083850,,0.098000,0.085850,0.619,13.2
13,0.084800,,0.098000,0.085850,0.546,13.8
14,0.085717,,0.098000,0.085850,0.539,14.3
15,0.083500,,0.098000,0.085850,0.545,14.9
16,0.086250,,0.098000,0.086250,0.612,15.5
17,0.085367,,0.098000,0.086250,0.545,16.0
18,0.087033,,0.098000,0.087033,0.546,16.6
19,0.086333,,0.098000,0.087033,0.542,17.1
20,0.087650,,0.098000,0.087650,0.607,17.7
21,0.086967,,0.098000,0.087650,0.544,18.3
22,0.089417,,0.098000,0.089417,0.538,18.8
23,0.089967,,0.098000,0.089967,0.547,19.4
24,0.092783,,0.098000,0.092783,0.602,20.0
25,0.091933,,0.098000,0.092783,0.539,20.5
26,0.095183,,0.098000,0.095183,0.539,21.0
27,0.096250,,0.098000,0.096250,0.541,21.6
28,0.099383,,0.098000,0.099383,0.609,22.2
29,0.100050,,0.098000,0.100050,0.553,22.7
30,0.100967,,0.098000,0.100967,0.549,23.3
31,0.103317,,0.098000,0.103317,0.543,23.8
32,0.103833,,0.098000,0.103833,0.625,24.5
33,0.106183,,0.098000,0.106183,0.542,25.0
34,0.107167,,0.098000,0.107167,0.544,25.5
35,0.110767,,0.098000,0.110767,0.547,26.1
36,0.107500,,0.098000,0.110767,0.604,26.7
37,0.110667,,0.098000,0.110767,0.542,27.2
38,0.111667,,0.098000,0.111667,0.555,27.8
39,0.110733,,0.098000,0.111667,0.557,28.3
40,0.111733,,0.098000,0.111733,0.618,29.0
41,0.113650,,0.098000,0.113650,0.535,29.5
42,0.111500,,0.098000,0.113650,0.541,30.0
43,0.114367,,0.098000,0.114367,0.546,30.6
44,0.114400,,0.098000,0.114400,0.611,31.2
45,0.113733,,0.098000,0.114400,0.545,31.7
46,0.115783,,0.098000,0.115783,0.550,32.3
47,0.115717,,0.098000,0.115783,0.544,32.8
48,0.114700,,0.098000,0.115783,0.644,33.5
49,0.116867,,0.098000,0.116867,0.560,34.0
50,0.117967,0.10399999469518661,0.104000,0.117967,0.774,34.8
51,0.118033,,0.104000,0.118033,0.364,35.2
52,0.117867,,0.104000,0.118033,0.622,35.8
53,0.118900,,0.104000,0.118900,0.568,36.4
54,0.118767,,0.104000,0.118900,0.561,36.9
55,0.118817,,0.104000,0.118900,0.557,37.5
56,0.119350,,0.104000,0.119350,0.691,38.2
57,0.119350,,0.104000,0.119350,0.558,38.7
58,0.121867,,0.104000,0.121867,0.561,39.3
59,0.120933,,0.104000,0.121867,0.570,39.9
60,0.121983,,0.104000,0.121983,0.629,40.5
61,0.122850,,0.104000,0.122850,0.560,41.0
62,0.121483,,0.104000,0.122850,0.567,41.6
63,0.125350,,0.104000,0.125350,0.563,42.2
64,0.122783,,0.104000,0.125350,0.636,42.8
65,0.124217,,0.104000,0.125350,0.547,43.4
66,0.123133,,0.104000,0.125350,0.558,43.9
67,0.127833,,0.104000,0.127833,0.542,44.5
68,0.125017,,0.104000,0.127833,0.603,45.1
69,0.125967,,0.104000,0.127833,0.541,45.6
70,0.126167,,0.104000,0.127833,0.542,46.2
71,0.127867,,0.104000,0.127867,0.543,46.7
72,0.128633,,0.104000,0.128633,0.605,47.3
73,0.127317,,0.104000,0.128633,0.541,47.8
74,0.126950,,0.104000,0.128633,0.539,48.4
75,0.127917,,0.104000,0.128633,0.539,48.9
76,0.129217,,0.104000,0.129217,0.601,49.5
77,0.129233,,0.104000,0.129233,0.541,50.1
78,0.131650,,0.104000,0.131650,0.542,50.6
79,0.129150,,0.104000,0.131650,0.552,51.2
80,0.131883,,0.104000,0.131883,0.606,51.8
81,0.131033,,0.104000,0.131883,0.537,52.3
82,0.131200,,0.104000,0.131883,0.539,52.8
83,0.132100,,0.104000,0.132100,0.545,53.4
84,0.131500,,0.104000,0.132100,0.614,54.0
85,0.134700,,0.104000,0.134700,0.547,54.5
86,0.133917,,0.104000,0.134700,0.544,55.1
87,0.133467,,0.104000,0.134700,0.548,55.6
88,0.134567,,0.104000,0.134700,0.617,56.3
89,0.134350,,0.104000,0.134700,0.545,56.8
90,0.136250,,0.104000,0.136250,0.550,57.3
91,0.135883,,0.104000,0.136250,0.551,57.9
92,0.136067,,0.104000,0.136250,0.614,58.5
93,0.137867,,0.104000,0.137867,0.554,59.1
94,0.138600,,0.104000,0.138600,0.543,59.6
95,0.140233,,0.104000,0.140233,0.547,60.2
96,0.139367,,0.104000,0.140233,0.624,60.8
97,0.142483,,0.104000,0.142483,0.543,61.3
98,0.142600,,0.104000,0.142600,0.544,61.9
99,0.145133,,0.104000,0.145133,0.541,62.4
100,0.144850,0.12969999015331268,0.129700,0.145133,0.811,63.2
101,0.144000,,0.129700,0.145133,0.354,63.6
102,0.146333,,0.129700,0.146333,0.544,64.1
103,0.147583,,0.129700,0.147583,0.543,64.7
104,0.147133,,0.129700,0.147583,0.610,65.3
105,0.148250,,0.129700,0.148250,0.544,65.8
106,0.149500,,0.129700,0.149500,0.547,66.4
107,0.149467,,0.129700,0.149500,0.548,66.9
108,0.152150,,0.129700,0.152150,0.613,67.5
109,0.153683,,0.129700,0.153683,0.600,68.1
110,0.155033,,0.129700,0.155033,0.543,68.7
