epoch,train_acc,val_acc,best_val,best_train,epoch_time,cum_time
0,0.082233,0.09799999743700027,0.098000,0.082233,7.648,7.6
1,0.084517,,0.098000,0.084517,1.337,9.0
2,0.083617,,0.098000,0.084517,2.179,11.2
3,0.084500,,0.098000,0.084517,2.152,13.3
4,0.083000,,0.098000,0.084517,2.152,15.5
5,0.084667,,0.098000,0.084667,2.254,17.7
6,0.082717,,0.098000,0.084667,2.319,20.0
7,0.084467,,0.098000,0.084667,2.225,22.3
8,0.085867,,0.098000,0.085867,2.227,24.5
9,0.084833,,0.098000,0.085867,2.170,26.7
10,0.084967,,0.098000,0.085867,2.265,28.9
11,0.086783,,0.098000,0.086783,2.165,31.1
12,0.084583,,0.098000,0.086783,2.161,33.3
13,0.085800,,0.098000,0.086783,2.161,35.4
14,0.086800,,0.098000,0.086800,2.174,37.6
15,0.086400,,0.098000,0.086800,2.168,39.8
16,0.087633,,0.098000,0.087633,2.243,42.0
17,0.088333,,0.098000,0.088333,2.167,44.2
18,0.090617,,0.098000,0.090617,2.333,46.5
19,0.089700,,0.098000,0.090617,2.260,48.8
20,0.091567,,0.098000,0.091567,2.175,50.9
21,0.091783,,0.098000,0.091783,2.197,53.1
22,0.091567,,0.098000,0.091783,2.259,55.4
23,0.095167,,0.098000,0.095167,2.255,57.6
24,0.096033,,0.098000,0.096033,2.302,59.9
25,0.096833,,0.098000,0.096833,2.233,62.2
26,0.095833,,0.098000,0.096833,2.289,64.5
27,0.097433,,0.098000,0.097433,2.202,66.7
28,0.101083,,0.098000,0.101083,2.218,68.9
29,0.100600,,0.098000,0.101083,2.197,71.1
30,0.100500,,0.098000,0.101083,2.217,73.3
31,0.103900,,0.098000,0.103900,2.262,75.6
32,0.102667,,0.098000,0.103900,2.252,77.8
33,0.103667,,0.098000,0.103900,2.208,80.0
34,0.104883,,0.098000,0.104883,2.243,82.3
35,0.105700,,0.098000,0.105700,2.399,84.7
36,0.106867,,0.098000,0.106867,2.295,87.0
37,0.107300,,0.098000,0.107300,2.366,89.3
38,0.108800,,0.098000,0.108800,2.324,91.7
39,0.108500,,0.098000,0.108800,2.203,93.9
40,0.110167,,0.098000,0.110167,2.198,96.1
41,0.108567,,0.098000,0.110167,2.192,98.2
42,0.109950,,0.098000,0.110167,2.227,100.5
