epoch,train_acc,val_acc,best_val,best_train,epoch_time,cum_time
0,0.086500,0.09800000488758087,0.098000,0.086500,5.620,5.6
1,0.085917,,0.098000,0.086500,4.405,10.0
2,0.084817,,0.098000,0.086500,0.116,10.1
3,0.085200,,0.098000,0.086500,0.106,10.2
4,0.086133,,0.098000,0.086500,0.104,10.4
5,0.083317,,0.098000,0.086500,0.104,10.5
6,0.083350,,0.098000,0.086500,0.108,10.6
7,0.084433,,0.098000,0.086500,0.121,10.7
8,0.083783,,0.098000,0.086500,0.103,10.8
9,0.083550,,0.098000,0.086500,0.103,10.9
10,0.084633,,0.098000,0.086500,0.103,11.0
11,0.084967,,0.098000,0.086500,0.104,11.1
12,0.084517,,0.098000,0.086500,0.105,11.2
13,0.086100,,0.098000,0.086500,0.105,11.3
14,0.087300,,0.098000,0.087300,0.104,11.4
15,0.085733,,0.098000,0.087300,0.104,11.5
16,0.086233,,0.098000,0.087300,0.110,11.6
17,0.086617,,0.098000,0.087300,0.106,11.7
18,0.089233,,0.098000,0.089233,0.105,11.8
19,0.086583,,0.098000,0.089233,0.103,11.9
20,0.088350,,0.098000,0.089233,0.104,12.0
21,0.088150,,0.098000,0.089233,0.103,12.1
22,0.091033,,0.098000,0.091033,0.103,12.2
23,0.089900,,0.098000,0.091033,0.102,12.4
24,0.092750,,0.098000,0.092750,0.105,12.5
25,0.092250,,0.098000,0.092750,0.103,12.6
26,0.095450,,0.098000,0.095450,0.106,12.7
27,0.096967,,0.098000,0.096967,0.123,12.8
28,0.097917,,0.098000,0.097917,0.105,12.9
29,0.099817,,0.098000,0.099817,0.108,13.0
30,0.102900,,0.098000,0.102900,0.106,13.1
31,0.103550,,0.098000,0.103550,0.117,13.2
32,0.103500,,0.098000,0.103550,0.114,13.3
33,0.102567,,0.098000,0.103550,0.114,13.5
34,0.107350,,0.098000,0.107350,0.115,13.6
35,0.108450,,0.098000,0.108450,0.116,13.7
36,0.107117,,0.098000,0.108450,0.116,13.8
37,0.108983,,0.098000,0.108983,0.119,13.9
38,0.110350,,0.098000,0.110350,0.131,14.0
39,0.112433,,0.098000,0.112433,0.122,14.2
40,0.110683,,0.098000,0.112433,0.106,14.3
41,0.113100,,0.098000,0.113100,0.115,14.4
42,0.113167,,0.098000,0.113167,0.105,14.5
43,0.113700,,0.098000,0.113700,0.104,14.6
44,0.115217,,0.098000,0.115217,0.104,14.7
45,0.114517,,0.098000,0.115217,0.105,14.8
46,0.114550,,0.098000,0.115217,0.108,14.9
47,0.113933,,0.098000,0.115217,0.104,15.0
48,0.115400,,0.098000,0.115400,0.104,15.1
49,0.116417,,0.098000,0.116417,0.104,15.2
50,0.115550,0.0989999920129776,0.099000,0.116417,0.135,15.4
51,0.117083,,0.099000,0.117083,0.114,15.5
52,0.117850,,0.099000,0.117850,0.105,15.6
53,0.117567,,0.099000,0.117850,0.104,15.7
54,0.118917,,0.099000,0.118917,0.103,15.8
55,0.120833,,0.099000,0.120833,0.105,15.9
56,0.118050,,0.099000,0.120833,0.103,16.0
57,0.121583,,0.099000,0.121583,0.106,16.1
58,0.119633,,0.099000,0.121583,0.112,16.2
59,0.121133,,0.099000,0.121583,0.107,16.3
60,0.121250,,0.099000,0.121583,0.100,16.4
61,0.121983,,0.099000,0.121983,0.120,16.5
62,0.120100,,0.099000,0.121983,0.105,16.6
63,0.122417,,0.099000,0.122417,0.108,16.8
64,0.123783,,0.099000,0.123783,0.103,16.9
65,0.123183,,0.099000,0.123783,0.106,17.0
66,0.121983,,0.099000,0.123783,0.103,17.1
67,0.123400,,0.099000,0.123783,0.104,17.2
68,0.122100,,0.099000,0.123783,0.105,17.3
69,0.124133,,0.099000,0.124133,0.103,17.4
70,0.123567,,0.099000,0.124133,0.104,17.5
71,0.125733,,0.099000,0.125733,0.104,17.6
72,0.125017,,0.099000,0.125733,0.114,17.7
73,0.122617,,0.099000,0.125733,0.121,17.8
74,0.124783,,0.099000,0.125733,0.108,17.9
75,0.124850,,0.099000,0.125733,0.121,18.1
76,0.125233,,0.099000,0.125733,0.103,18.2
