epoch,train_acc,val_acc,best_val,best_train,w_err,cos_o,epoch_time,cum_time
177,0.100217,,0.086500,0.103683,,,0.345,83.5
178,0.101150,,0.086500,0.103683,,,0.348,83.8
179,0.101000,,0.086500,0.103683,,,0.421,84.3
180,0.100367,,0.086500,0.103683,,,0.351,84.6
181,0.098283,,0.086500,0.103683,,,0.349,85.0
182,0.099650,,0.086500,0.103683,,,0.348,85.3
183,0.100883,,0.086500,0.103683,,,0.348,85.7
184,0.099300,,0.086500,0.103683,,,0.349,86.0
185,0.099883,,0.086500,0.103683,,,0.412,86.4
186,0.102033,,0.086500,0.103683,,,0.347,86.8
187,0.100983,,0.086500,0.103683,,,0.346,87.1
188,0.101583,,0.086500,0.103683,,,0.348,87.5
189,0.102417,,0.086500,0.103683,,,0.358,87.8
190,0.098350,,0.086500,0.103683,,,0.347,88.2
191,0.098750,,0.086500,0.103683,,,0.414,88.6
192,0.100533,,0.086500,0.103683,,,0.359,88.9
193,0.100017,,0.086500,0.103683,,,0.341,89.3
194,0.100083,,0.086500,0.103683,,,0.344,89.6
195,0.100683,,0.086500,0.103683,,,0.383,90.0
196,0.099117,,0.086500,0.103683,,,0.349,90.4
197,0.101517,,0.086500,0.103683,,,0.410,90.8
198,0.101483,,0.086500,0.103683,,,0.346,91.1
199,0.101183,,0.086500,0.103683,,,0.345,91.5
200,0.100550,,0.086500,0.103683,,,0.345,91.8
201,0.100300,,0.086500,0.103683,,,0.346,92.1
202,0.098117,,0.086500,0.103683,,,0.347,92.5
203,0.099683,,0.086500,0.103683,,,0.412,92.9
204,0.100967,,0.086500,0.103683,,,0.345,93.2
205,0.097450,,0.086500,0.103683,,,0.345,93.6
206,0.098983,,0.086500,0.103683,,,0.347,93.9
207,0.100150,,0.086500,0.103683,,,0.346,94.3
208,0.099883,,0.086500,0.103683,,,0.347,94.6
209,0.099267,,0.086500,0.103683,,,0.414,95.0
210,0.098850,,0.086500,0.103683,,,0.347,95.4
211,0.099883,,0.086500,0.103683,,,0.344,95.7
212,0.100750,,0.086500,0.103683,,,0.350,96.1
213,0.099733,,0.086500,0.103683,,,0.347,96.4
214,0.101600,,0.086500,0.103683,,,0.347,96.8
215,0.100800,,0.086500,0.103683,,,0.409,97.2
216,0.099400,,0.086500,0.103683,,,0.349,97.5
217,0.103000,,0.086500,0.103683,,,0.350,97.9
218,0.100817,,0.086500,0.103683,,,0.347,98.2
219,0.102233,,0.086500,0.103683,,,0.356,98.6
220,0.101000,,0.086500,0.103683,,,0.348,98.9
221,0.100033,,0.086500,0.103683,,,0.413,99.4
222,0.100000,,0.086500,0.103683,,,0.346,99.7
223,0.101833,,0.086500,0.103683,,,0.350,100.1
224,0.099200,,0.086500,0.103683,,,0.349,100.4
225,0.100883,,0.086500,0.103683,,,0.349,100.7
226,0.097800,,0.086500,0.103683,,,0.348,101.1
227,0.099383,,0.086500,0.103683,,,0.415,101.5
228,0.102383,,0.086500,0.103683,,,0.347,101.9
229,0.097883,,0.086500,0.103683,,,0.349,102.2
230,0.099667,,0.086500,0.103683,,,0.348,102.6
231,0.100183,,0.086500,0.103683,,,0.345,102.9
232,0.097833,,0.086500,0.103683,,,0.347,103.2
233,0.101367,,0.086500,0.103683,,,0.418,103.7
234,0.099900,,0.086500,0.103683,,,0.349,104.0
235,0.099617,,0.086500,0.103683,,,0.350,104.4
236,0.098700,,0.086500,0.103683,,,0.347,104.7
237,0.099800,,0.086500,0.103683,,,0.346,105.1
238,0.098200,,0.086500,0.103683,,,0.349,105.4
239,0.099717,,0.086500,0.103683,,,0.413,105.8
240,0.100533,,0.086500,0.103683,,,0.342,106.2
241,0.102467,,0.086500,0.103683,,,0.346,106.5
242,0.097883,,0.086500,0.103683,,,0.348,106.9
243,0.098767,,0.086500,0.103683,,,0.346,107.2
244,0.100017,,0.086500,0.103683,,,0.345,107.5
245,0.098150,,0.086500,0.103683,,,0.414,108.0
246,0.100250,,0.086500,0.103683,,,0.350,108.3
247,0.101083,,0.086500,0.103683,,,0.349,108.7
248,0.100133,,0.086500,0.103683,,,0.348,109.0
249,0.100650,,0.086500,0.103683,,,0.347,109.4
250,0.101483,,0.086500,0.103683,,,0.346,109.7
251,0.096983,,0.086500,0.103683,,,0.414,110.1
252,0.099400,,0.086500,0.103683,,,0.347,110.5
253,0.098517,,0.086500,0.103683,,,0.348,110.8
